sentence,sentence_type
le départ et l'arrivée de mon voyage sont respectivement Hattmatt-S.-Polyvalente et Vienne,from_to
le départ et l'arrivée de mon voyage sont respectivement Luchon-Richelieu et Serquigny,from_to
le départ et l'arrivée de mon voyage sont respectivement Remiremont et Tours,from_to
le départ et l'arrivée de mon voyage sont respectivement Luxembourg et Molsheim,from_to
le départ et l'arrivée de mon voyage sont respectivement Saint-Eloy et Saint-Gilles-Croix-de-Vie,from_to
le départ et l'arrivée de mon voyage sont respectivement Poitiers et Persan-Beaumont,from_to
L'arrivée et le départ de mon voyage sont respectivement Saarbrücken /Sarrebruck et Paris-Austerlitz,from_to
L'arrivée et le départ de mon voyage sont respectivement Haguenau-Moulin-Neuf. et Rodange,from_to
L'arrivée et le départ de mon voyage sont respectivement Juvancourt et Villedieu (Gare),from_to
L'arrivée et le départ de mon voyage sont respectivement Pontgibaud-Ville et Morcenx,from_to
L'arrivée et le départ de mon voyage sont respectivement Raedersheim et Lyon-Part-Dieu,from_to
L'arrivée et le départ de mon voyage sont respectivement Eguzon et Coutances,from_to
L'arrivée et le départ de mon voyage sont respectivement Toulon et St Christophe / Nais C.,from_to
L'arrivée et le départ de mon voyage sont respectivement Mussidan et Hirson-Ecoles,from_to
L'arrivée et le départ de mon voyage sont respectivement Moyen et Narbonne,from_to
L'arrivée et le départ de mon voyage sont respectivement Bussang (Gare SNCF) et Le-Breuil-sur-Couze-Lyc,from_to
L'arrivée et le départ de mon voyage sont respectivement Gramat et Liverdun,from_to
L'arrivée et le départ de mon voyage sont respectivement Laval et La Rochelle-Ville,from_to
L'arrivée et le départ de mon voyage sont respectivement Saint-Pierre-le-Moûtier et Saint-Gervais-Mairie,from_to
L'arrivée et le départ de mon voyage sont respectivement Etang et Kruth,from_to
L'arrivée et le départ de mon voyage sont respectivement Romans-Bourg-de-Péage et Pontgibaud-Ville,from_to
L'arrivée et le départ de mon voyage sont respectivement Metzeral et Romans-Bourg-de-Péage,from_to
L'arrivée et le départ de mon voyage sont respectivement Albert et Ettendorf-Pl-de-L'ecol,from_to
L'arrivée et le départ de mon voyage sont respectivement Bordeaux-Saint-Jean et Liepvre-(-R.-GUTH-),from_to
L'arrivée et le départ de mon voyage sont respectivement Saint-Germain-des-Fossés et Etaples Le Touquet,from_to
L'arrivée et le départ de mon voyage sont respectivement Port-de-Piles et Champagnole-PE-Victor,from_to
L'arrivée et le départ de mon voyage sont respectivement Dieppe et Orange,from_to
L'arrivée et le départ de mon voyage sont respectivement Le Valdahon et Janzé,from_to
L'arrivée et le départ de mon voyage sont respectivement Mirecourt (Lycée Agric) et Vallorbe-Cff,from_to
L'arrivée et le départ de mon voyage sont respectivement Macau et Saint-Brieuc,from_to
L'arrivée et le départ de mon voyage sont respectivement Arvant et Castelnaudary,from_to
L'arrivée et le départ de mon voyage sont respectivement Saint-André-le-Gaz et Pontorson-Mt-Saint-Michel,from_to
L'arrivée et le départ de mon voyage sont respectivement Argentine et Veigné,from_to
L'arrivée et le départ de mon voyage sont respectivement Erstein et Epinal,from_to
L'arrivée et le départ de mon voyage sont respectivement Valençay et Château-Thierry,from_to
L'arrivée et le départ de mon voyage sont respectivement Le Havre et Valence-Ville,from_to
L'arrivée et le départ de mon voyage sont respectivement Neufchateau-Lp et Mauriac,from_to
L'arrivée et le départ de mon voyage sont respectivement Mulhouse et Luchon-Richelieu,from_to
L'arrivée et le départ de mon voyage sont respectivement Courtalain-Centre et Saint-André-le-Gaz,from_to
L'arrivée et le départ de mon voyage sont respectivement Limeray et Limeray,from_to
L'arrivée et le départ de mon voyage sont respectivement Clisson et Riquewihr-Poste,from_to
L'arrivée et le départ de mon voyage sont respectivement Aurillac et Privas-Cours-du-Palais,from_to
L'arrivée et le départ de mon voyage sont respectivement Nancy-Ville et Genève,from_to
L'arrivée et le départ de mon voyage sont respectivement Saint-Pierre-de-Chandieu-R et Digoin,from_to
L'arrivée et le départ de mon voyage sont respectivement Niedermodern/Uberach et Aurillac,from_to
L'arrivée et le départ de mon voyage sont respectivement Les Granges-Narboz et Vallon-en-Sully,from_to
L'arrivée et le départ de mon voyage sont respectivement Bléré-la-Croix et Chatellerault,from_to
L'arrivée et le départ de mon voyage sont respectivement Nouzonville et Veigné,from_to
L'arrivée et le départ de mon voyage sont respectivement Monaco-Monte-Carlo et Saverne-(Pl.-Dragons),from_to
L'arrivée et le départ de mon voyage sont respectivement Vallon-en-Sully et Mondoubleau-Rue-Leroy,from_to
L'arrivée et le départ de mon voyage sont respectivement Châteauroux Gare Rout. et Arcachon,from_to
L'arrivée et le départ de mon voyage sont respectivement Dreux et Metzeral,from_to
L'arrivée et le départ de mon voyage sont respectivement Argenton-sur-Creuse et Pont-Saint-Vincent,from_to
L'arrivée et le départ de mon voyage sont respectivement Castres et Lamure-sur-Azergues,from_to
L'arrivée et le départ de mon voyage sont respectivement Coutras et Is-sur-Tille,from_to
L'arrivée et le départ de mon voyage sont respectivement Calais Fréthun et Le Dorat,from_to
L'arrivée et le départ de mon voyage sont respectivement Lyon-Saint-Paul et Tulle,from_to
L'arrivée et le départ de mon voyage sont respectivement Marseille-Saint-Charles et Besançon-Viotte,from_to
L'arrivée et le départ de mon voyage sont respectivement Figeac et Payns Abri Savières,from_to
L'arrivée et le départ de mon voyage sont respectivement Pornic et Touet-de-l'Escarène,from_to
L'arrivée et le départ de mon voyage sont respectivement St Quentin et Castelnaudary,from_to
L'arrivée et le départ de mon voyage sont respectivement Bourg-en-Bresse Gare R et Rodez,from_to
L'arrivée et le départ de mon voyage sont respectivement Niederbronn et Cosne-sur-Loire,from_to
L'arrivée et le départ de mon voyage sont respectivement Ste-Marie-/-Mines-Maire et Hagondange,from_to
L'arrivée et le départ de mon voyage sont respectivement Vorey et Chamonix-Mont-Blanc,from_to
L'arrivée et le départ de mon voyage sont respectivement Paris-Gare-de-Lyon et Limoux,from_to
L'arrivée et le départ de mon voyage sont respectivement Vendôme-Villiers-s-Loir et Châlons-en-Champagne,from_to
L'arrivée et le départ de mon voyage sont respectivement Tourcoing et Le-Verdon,from_to
L'arrivée et le départ de mon voyage sont respectivement WOERTH RHEIN et Chantonnay,from_to
L'arrivée et le départ de mon voyage sont respectivement Basel-SBB et Dol,from_to
L'arrivée et le départ de mon voyage sont respectivement Poligny et Bayel-Eglise,from_to
L'arrivée et le départ de mon voyage sont respectivement Fénétrange (Gendarm.) et Sarrebourg-Abri-Phalsbo,from_to
L'arrivée et le départ de mon voyage sont respectivement Valence-TGV et Sarlat,from_to
L'arrivée et le départ de mon voyage sont respectivement Bedous et Dijon-Porte-Neuve,from_to
L'arrivée et le départ de mon voyage sont respectivement La-Rochelle-Pt-Dauphine et Revigny,from_to
L'arrivée et le départ de mon voyage sont respectivement Truyes-Saint-Blaise et Nantes,from_to
L'arrivée et le départ de mon voyage sont respectivement Ville-sous-La-Ferté et Rennes,from_to
L'arrivée et le départ de mon voyage sont respectivement Bréauté-Beuzeville et Routot-Place-de-mairie,from_to
L'arrivée et le départ de mon voyage sont respectivement Montmélian et Ancizes-Saint-Georges-Bour,from_to
L'arrivée et le départ de mon voyage sont respectivement Bourg-Achard Champ de F et Grenoble-Gare-Routière,from_to
L'arrivée et le départ de mon voyage sont respectivement Guéret et Marmande,from_to
L'arrivée et le départ de mon voyage sont respectivement Serquigny et Massiac-Blesle,from_to
L'arrivée et le départ de mon voyage sont respectivement Le Mans et Thiers,from_to
L'arrivée et le départ de mon voyage sont respectivement Prissé-la-Charrière et Tonnerre,from_to
L'arrivée et le départ de mon voyage sont respectivement Chatillon-Mail et Guéret,from_to
L'arrivée et le départ de mon voyage sont respectivement Decize et Grenoble-Gare-Routière,from_to
L'arrivée et le départ de mon voyage sont respectivement Molsheim et Lutzelbourg,from_to
L'arrivée et le départ de mon voyage sont respectivement Sérézin et Tonnerre,from_to
L'arrivée et le départ de mon voyage sont respectivement Aix-les-Bains-le-Revard et Belfort-Ville,from_to
L'arrivée et le départ de mon voyage sont respectivement Le Puy-en-Velay et Loudrefing,from_to
L'arrivée et le départ de mon voyage sont respectivement Pfaffenhoffen-(Mairie). et Marle-sur-Serre,from_to
L'arrivée et le départ de mon voyage sont respectivement Bayel-Eglise et Latour de Carol,from_to
L'arrivée et le départ de mon voyage sont respectivement Granville et Saint-Priest,from_to
L'arrivée et le départ de mon voyage sont respectivement Luçay-le-Male et Agen,from_to
L'arrivée et le départ de mon voyage sont respectivement Lisieux et Firminy,from_to
L'arrivée et le départ de mon voyage sont respectivement Annonay-Gare-Route et Bourges-Gare-Routière,from_to
L'arrivée et le départ de mon voyage sont respectivement Vallorbe-Cff et Montmédy,from_to
L'arrivée et le départ de mon voyage sont respectivement Oloron-Ste-Marie et Blois-Chambord,from_to
L'arrivée et le départ de mon voyage sont respectivement Meroux et Carmaux,from_to
L'arrivée et le départ de mon voyage sont respectivement Neuchâtel et Ste-Marie-/-Mines-Maire,from_to
L'arrivée et le départ de mon voyage sont respectivement Saint-Léonard Centre et Culmont-Chalindrey,from_to
L'arrivée et le départ de mon voyage sont respectivement Chambéry-Chal.-les-Eaux et Bergerac,from_to
L'arrivée et le départ de mon voyage sont respectivement Kehl et Montivilliers,from_to
L'arrivée et le départ de mon voyage sont respectivement Egletons et Castelnaudary,from_to
L'arrivée et le départ de mon voyage sont respectivement Saint-Junien et Lyon-Perrache-Gare-Rout,from_to
L'arrivée et le départ de mon voyage sont respectivement La Verrière et Brioude,from_to
L'arrivée et le départ de mon voyage sont respectivement L'Isle-Jourdain (Gers) et Mussidan,from_to
L'arrivée et le départ de mon voyage sont respectivement Sablé-sur-Sarthe et Saint-Martin-d'Hères,from_to
L'arrivée et le départ de mon voyage sont respectivement Coutances et Oloron-Ste-Marie,from_to
L'arrivée et le départ de mon voyage sont respectivement Romorantin-Lycée-de-F et Luchon-Richelieu,from_to
L'arrivée et le départ de mon voyage sont respectivement Voves et Troyes,from_to
L'arrivée et le départ de mon voyage sont respectivement Routot-Place-de-mairie et Grenoble,from_to
L'arrivée et le départ de mon voyage sont respectivement Pierrelatte et Rouen-Rive-Droite,from_to
L'arrivée et le départ de mon voyage sont respectivement Grenoble U.-Gières et Truyes-Pl-Du-Souvenir,from_to
L'arrivée et le départ de mon voyage sont respectivement Argentan et Marle-sur-Serre,from_to
L'arrivée et le départ de mon voyage sont respectivement Moûtiers-Salins-Brides et Diemeringen,from_to
L'arrivée et le départ de mon voyage sont respectivement St Omer et Ribécourt,from_to
L'arrivée et le départ de mon voyage sont respectivement Saintes et Castelsarrasin,from_to
L'arrivée et le départ de mon voyage sont respectivement Lille Flandres et Kruth,from_to
L'arrivée et le départ de mon voyage sont respectivement Crépy-en-Valois et St Christophe / Nais C.,from_to
L'arrivée et le départ de mon voyage sont respectivement Montélimar-G-Routière et Kédange (Eglise),from_to
L'arrivée et le départ de mon voyage sont respectivement Strasbourg et Revigny,from_to
L'arrivée et le départ de mon voyage sont respectivement Auxonne et Nort-sur-Erdre,from_to
L'arrivée et le départ de mon voyage sont respectivement Vertaizon et Monaco-Monte-Carlo,from_to
L'arrivée et le départ de mon voyage sont respectivement Dossenheim-(Mairie) et Clelles-Mairie,from_to
L'arrivée et le départ de mon voyage sont respectivement Franois et St Pol sur Ternoise,from_to
L'arrivée et le départ de mon voyage sont respectivement Le Croisic et Troyes,from_to
L'arrivée et le départ de mon voyage sont respectivement Ste-Pazanne et Beslé,from_to
L'arrivée et le départ de mon voyage sont respectivement Compiègne et Hyères,from_to
L'arrivée et le départ de mon voyage sont respectivement Longuyon et Comines (France),from_to
L'arrivée et le départ de mon voyage sont respectivement Roanne et Die,from_to
L'arrivée et le départ de mon voyage sont respectivement Herbitzheim Mairie et Keskastel,from_to
L'arrivée et le départ de mon voyage sont respectivement Montreuil-sur-Ille et Clermont-Ferrand,from_to
L'arrivée et le départ de mon voyage sont respectivement Bouxwiller-Schattenmann et Paris Gare du Nord,from_to
L'arrivée et le départ de mon voyage sont respectivement Reims et Le Havre,from_to
L'arrivée et le départ de mon voyage sont respectivement Salbris et Clermont-Ferrand,from_to
L'arrivée et le départ de mon voyage sont respectivement Bricon(la Poste) et Wambrechies,from_to
L'arrivée et le départ de mon voyage sont respectivement Bitche-Quartier-Driant et Bedous,from_to
L'arrivée et le départ de mon voyage sont respectivement Lyon-Part-Dieu-Gare-Rou et Verneuil-sur-Serre,from_to
L'arrivée et le départ de mon voyage sont respectivement Krimmeri-Meinau et Bourges,from_to
L'arrivée et le départ de mon voyage sont respectivement Dives-Cabourg et Vienne,from_to
L'arrivée et le départ de mon voyage sont respectivement Annemasse et Sedan-Place-Calonne,from_to
L'arrivée et le départ de mon voyage sont respectivement Entzheim-Aéroport et Menton,from_to
L'arrivée et le départ de mon voyage sont respectivement Châteauroux-L-Giraudoux et Issoire,from_to
L'arrivée et le départ de mon voyage sont respectivement Courtrai/Kortrijk et Langon,from_to
L'arrivée et le départ de mon voyage sont respectivement Le Buisson et Saverne-(Pl.-Dragons),from_to
L'arrivée et le départ de mon voyage sont respectivement Charmes (Vosges) et Bettembourg,from_to
L'arrivée et le départ de mon voyage sont respectivement Toul et Herbitzheim Mairie,from_to
L'arrivée et le départ de mon voyage sont respectivement Clion-sur-Indre et Saint-Aignan-Noyers,from_to
L'arrivée et le départ de mon voyage sont respectivement Urcay-Hotel-du-Lyon-d'O et Rambervillers (11 Nov),from_to
L'arrivée et le départ de mon voyage sont respectivement L'Arbresle et Munster,from_to
L'arrivée et le départ de mon voyage sont respectivement Chauffailles-Gambetta et Orléans,from_to
L'arrivée et le départ de mon voyage sont respectivement Nevers-Le-Banlay et Rambervillers,from_to
L'arrivée et le départ de mon voyage sont respectivement Châteaudun-LEP-Paulsen et Sedan,from_to
L'arrivée et le départ de mon voyage sont respectivement Châlons-en-Champagne et Normandie,from_to
L'arrivée et le départ de mon voyage sont respectivement Objat et Yvetot,from_to
L'arrivée et le départ de mon voyage sont respectivement Mouchard et Romorantin-BA-G.R.,from_to
L'arrivée et le départ de mon voyage sont respectivement Pontorson-Mt-Saint-Michel et Andelot,from_to
L'arrivée et le départ de mon voyage sont respectivement Brioude-Lycée-Lafayette et Blois-Chambord,from_to
L'arrivée et le départ de mon voyage sont respectivement Hirson et Guéret,from_to
L'arrivée et le départ de mon voyage sont respectivement Modane et Béziers,from_to
L'arrivée et le départ de mon voyage sont respectivement Pontarlier et Orléans,from_to
L'arrivée et le départ de mon voyage sont respectivement Montauban-de-Bretagne et Saint-Martin-d'Hères,from_to
L'arrivée et le départ de mon voyage sont respectivement Travers et Toulon,from_to
L'arrivée et le départ de mon voyage sont respectivement Saint-Malo et Nancy-Ville,from_to
L'arrivée et le départ de mon voyage sont respectivement Cholet et Thesee,from_to
L'arrivée et le départ de mon voyage sont respectivement Cavaillon et Aubigny-sur-Nere-Mail,from_to
L'arrivée et le départ de mon voyage sont respectivement Felletin-Gare et Villers-les-Pots,from_to
L'arrivée et le départ de mon voyage sont respectivement Marvejols et Pessac,from_to
L'arrivée et le départ de mon voyage sont respectivement Saint-Claude et Loches-LEP,from_to
L'arrivée et le départ de mon voyage sont respectivement Epernay et Creutzwald G.R.,from_to
L'arrivée et le départ de mon voyage sont respectivement Lunéville et Creil,from_to
L'arrivée et le départ de mon voyage sont respectivement Brive-la-Gaillarde et Clelles-Mens,from_to
L'arrivée et le départ de mon voyage sont respectivement Lyon-Saint-Paul-la-Feuilée et Blois-Chambord,from_to
L'arrivée et le départ de mon voyage sont respectivement Mont-de-Marsan et Hirson,from_to
L'arrivée et le départ de mon voyage sont respectivement Rémilly et Foix,from_to
L'arrivée et le départ de mon voyage sont respectivement Sète et Le Grau-du-Roi,from_to
L'arrivée et le départ de mon voyage sont respectivement Rives et Aix-Gare-Routière,from_to
L'arrivée et le départ de mon voyage sont respectivement Cernay-(Lycée) et Bordeaux-Saint-Jean,from_to
L'arrivée et le départ de mon voyage sont respectivement Comines (France) et Fougères,from_to
L'arrivée et le départ de mon voyage sont respectivement L'Aigle et Saint-Etienne-Chtx GR,from_to
L'arrivée et le départ de mon voyage sont respectivement Neuwiller-R.-Bouxwiller et Frohmuhl- (Lavoir),from_to
L'arrivée et le départ de mon voyage sont respectivement Herrlisheim (Bas-Rhin) et Niort,from_to
L'arrivée et le départ de mon voyage sont respectivement Epierre-Saint-Léger et Dourdan,from_to
L'arrivée et le départ de mon voyage sont respectivement Tulle et Bayel-Eglise,from_to
L'arrivée et le départ de mon voyage sont respectivement Monsempron-Libos et Ste-Marie-/-Ms-Pl-.CdG,from_to
L'arrivée et le départ de mon voyage sont respectivement Lutterbach Tram-train et Juvancourt,from_to
L'arrivée et le départ de mon voyage sont respectivement Lourdes et Rue,from_to
L'arrivée et le départ de mon voyage sont respectivement Vallorcine et Moulins-sur-Allier,from_to
L'arrivée et le départ de mon voyage sont respectivement Langon et Briouze,from_to
L'arrivée et le départ de mon voyage sont respectivement Paris-Saint-Lazare et Clion-sur-Indre,from_to
L'arrivée et le départ de mon voyage sont respectivement Riom_Es_M_la_Poste. et Sablé-sur-Sarthe,from_to
L'arrivée et le départ de mon voyage sont respectivement Saint-Georges-d'Aurac et Morcenx,from_to
L'arrivée et le départ de mon voyage sont respectivement Carnoules et St Omer,from_to
L'arrivée et le départ de mon voyage sont respectivement Avallon et Castelsarrasin,from_to
L'arrivée et le départ de mon voyage sont respectivement Bouzonville et Pont-de-Beauvoisin,from_to
L'arrivée et le départ de mon voyage sont respectivement Blois-Chambord et Ste-Croix/Mines-Sq-de-G,from_to
L'arrivée et le départ de mon voyage sont respectivement Nogent-sur-Seine et Hombourg (Chapelle),from_to
L'arrivée et le départ de mon voyage sont respectivement Laon-Gare-Routière-Poma et Culmont-Chalindrey,from_to
L'arrivée et le départ de mon voyage sont respectivement Caen et Saarbrücken /Sarrebruck,from_to
L'arrivée et le départ de mon voyage sont respectivement Delle et La Bresse Le Lispach,from_to
L'arrivée et le départ de mon voyage sont respectivement La Bastide-Saint-Laurent et Dormans,from_to
L'arrivée et le départ de mon voyage sont respectivement Châteauroux-Lycée-Agric et Valence-TGV,from_to
L'arrivée et le départ de mon voyage sont respectivement Arcachon et Béthune,from_to
L'arrivée et le départ de mon voyage sont respectivement Dompierre-Halte-Rout. et Luc-en-Diois,from_to
L'arrivée et le départ de mon voyage sont respectivement Gardanne et Fénétrange (Gendarm.),from_to
L'arrivée et le départ de mon voyage sont respectivement Colmar et La Chaux-de-Fonds,from_to
L'arrivée et le départ de mon voyage sont respectivement Saint-Jean-de-Maurienne-A. et Romorantin-Lycée-de-F,from_to
L'arrivée et le départ de mon voyage sont respectivement Corcieux Le Conti et Martigues,from_to
L'arrivée et le départ de mon voyage sont respectivement Bressuire et Chatillon-Mail,from_to
L'arrivée et le départ de mon voyage sont respectivement Flers et L'Isle-Jourdain (Gers),from_to
L'arrivée et le départ de mon voyage sont respectivement Quimperlé et Orange,from_to
L'arrivée et le départ de mon voyage sont respectivement Lichtenberg-(Eglise). et Etang,from_to
L'arrivée et le départ de mon voyage sont respectivement Sarrebourg-Hôpital et Delémont,from_to
L'arrivée et le départ de mon voyage sont respectivement Ambert et Luxembourg,from_to
L'arrivée et le départ de mon voyage sont respectivement Montbrison et Castelnaudary,from_to
L'arrivée et le départ de mon voyage sont respectivement Barenton-sur-Serre et Saillat-Chassenon,from_to
L'arrivée et le départ de mon voyage sont respectivement Bédarieux et Sathonay-Rillieux,from_to
L'arrivée et le départ de mon voyage sont respectivement Souillac et Montréjeau-Gourdan-Pol.,from_to
L'arrivée et le départ de mon voyage sont respectivement Hombourg (Chapelle) et Savenay,from_to
L'arrivée et le départ de mon voyage sont respectivement Alès et Rodez,from_to
L'arrivée et le départ de mon voyage sont respectivement Le-Verdon et Thonon-les-Bains,from_to
L'arrivée et le départ de mon voyage sont respectivement Volvic et Abbeville,from_to
L'arrivée et le départ de mon voyage sont respectivement Evian-les-Bains et Eguzon,from_to
L'arrivée et le départ de mon voyage sont respectivement Elbeuf-Saint-Aubin et Avesnes,from_to
L'arrivée et le départ de mon voyage sont respectivement Carcassonne et Tournai,from_to
L'arrivée et le départ de mon voyage sont respectivement Sedan-Place-Calonne et Mouscron / Moeskroen,from_to
L'arrivée et le départ de mon voyage sont respectivement Privas-Cours-du-Palais et Hendaye,from_to
L'arrivée et le départ de mon voyage sont respectivement Ambérieu-en-Bugey et Cernay-(Lycée),from_to
L'arrivée et le départ de mon voyage sont respectivement BarentonÂ Cel et Sain-Bel,from_to
L'arrivée et le départ de mon voyage sont respectivement Le-Blanc-Pl-du-Bateau et Morcenx,from_to
L'arrivée et le départ de mon voyage sont respectivement Dax et Rambervillers (11 Nov),from_to
L'arrivée et le départ de mon voyage sont respectivement Mirecourt et Digoin,from_to
L'arrivée et le départ de mon voyage sont respectivement Thiers et Villefranche-Vernet-l.B,from_to
L'arrivée et le départ de mon voyage sont respectivement Bourg-en-Bresse et La Verrière,from_to
L'arrivée et le départ de mon voyage sont respectivement Saint-Marcellin et Ville-sous-La-Ferté,from_to
L'arrivée et le départ de mon voyage sont respectivement Mullheim-Baden-Bf et Saint-Martin-d'Hères,from_to
L'arrivée et le départ de mon voyage sont respectivement Rethel et Châteauroux,from_to
L'arrivée et le départ de mon voyage sont respectivement Montmédy et Guingamp,from_to
L'arrivée et le départ de mon voyage sont respectivement Château-Gaillard et Ax-les-Thermes,from_to
L'arrivée et le départ de mon voyage sont respectivement Lamballe et Châteauroux-Lycée-Agric,from_to
L'arrivée et le départ de mon voyage sont respectivement Lauterbourg et Meroux,from_to
L'arrivée et le départ de mon voyage sont respectivement Quimper et Compiègne,from_to
L'arrivée et le départ de mon voyage sont respectivement Albi-Ville et Capdenac,from_to
L'arrivée et le départ de mon voyage sont respectivement Saint-Louis-57-Incliné et Lauterbourg,from_to
L'arrivée et le départ de mon voyage sont respectivement Saint-Lô et Châteauroux-L-Giraudoux,from_to
L'arrivée et le départ de mon voyage sont respectivement Saint-Emilion et Perl Gare DB,from_to
L'arrivée et le départ de mon voyage sont respectivement Aubenas-Pl.-de-la-Paix et Bussang (Gare SNCF),from_to
L'arrivée et le départ de mon voyage sont respectivement Orléans et Sucé-Sur-Erdre,from_to
L'arrivée et le départ de mon voyage sont respectivement Bettembourg et Bourg-en-Bresse Gare R,from_to
L'arrivée et le départ de mon voyage sont respectivement Lyon-Part-Dieu et Sérézin,from_to
L'arrivée et le départ de mon voyage sont respectivement Luchon et Paimpol,from_to
L'arrivée et le départ de mon voyage sont respectivement Communay-Stade et Sarrebourg (Place Math),from_to
L'arrivée et le départ de mon voyage sont respectivement La-Bresse (Pl Champtel) et Sedan-Place-Calonne,from_to
L'arrivée et le départ de mon voyage sont respectivement Louhans et Baroncourt,from_to
L'arrivée et le départ de mon voyage sont respectivement Arras et Thonon-les-Bains,from_to
L'arrivée et le départ de mon voyage sont respectivement Issoire-Lycée-Deville et Kédange (Eglise),from_to
L'arrivée et le départ de mon voyage sont respectivement Rosporden et Cerbère,from_to
L'arrivée et le départ de mon voyage sont respectivement Auch et Seurre,from_to
L'arrivée et le départ de mon voyage sont respectivement Aix-Gare-Routière et Nevers-Le-Banlay,from_to
L'arrivée et le départ de mon voyage sont respectivement Janzé et Eguzon,from_to
L'arrivée et le départ de mon voyage sont respectivement Saint-Etienne-Châteaucreux et Courtalain-Saint-Pellerin,from_to
L'arrivée et le départ de mon voyage sont respectivement Ussel et Metz-Ville,from_to
L'arrivée et le départ de mon voyage sont respectivement Le Lioran et Bourg-Achard Champ de F,from_to
L'arrivée et le départ de mon voyage sont respectivement Montbéliard-Ville et Montreux-Vieux,from_to
L'arrivée et le départ de mon voyage sont respectivement Bourgoin-Jallieu et Massiac-Blesle,from_to
L'arrivée et le départ de mon voyage sont respectivement Freiburg-Breisgau et La Souterraine,from_to
L'arrivée et le départ de mon voyage sont respectivement Wingen-sur-Moder et Meroux,from_to
L'arrivée et le départ de mon voyage sont respectivement Morcenx et Nancy-Ville,from_to
L'arrivée et le départ de mon voyage sont respectivement Mulhouse-Gare-Centrale et Lamballe,from_to
L'arrivée et le départ de mon voyage sont respectivement Biel et Roeschwoog,from_to
L'arrivée et le départ de mon voyage sont respectivement Aillevillers et L'Isle-Jourdain (Gers),from_to
L'arrivée et le départ de mon voyage sont respectivement Wissembourg et Sospel,from_to
L'arrivée et le départ de mon voyage sont respectivement Lunéville (Cité Scolai) et Ternay-Barbières,from_to
L'arrivée et le départ de mon voyage sont respectivement St Pol sur Ternoise et Saint-Gervais-L-B-Le-Fayet,from_to
L'arrivée et le départ de mon voyage sont respectivement Mâcon-Ville et Saint-Vit,from_to
L'arrivée et le départ de mon voyage sont respectivement Besançon-Franche-Comté et Metzeral,from_to
L'arrivée et le départ de mon voyage sont respectivement Chedde et Châlons-en-Champagne,from_to
L'arrivée et le départ de mon voyage sont respectivement Pagny-sur-Moselle et Rambervillers,from_to
L'arrivée et le départ de mon voyage sont respectivement Libourne et Gap,from_to
L'arrivée et le départ de mon voyage sont respectivement Ax-les-Thermes et Privas-Cours-du-Palais,from_to
L'arrivée et le départ de mon voyage sont respectivement Sens et Durtol-Nohanent,from_to
L'arrivée et le départ de mon voyage sont respectivement Nexon et Calais Fréthun,from_to
L'arrivée et le départ de mon voyage sont respectivement Riom-Châtel-Guyon et Saint-Malo,from_to
L'arrivée et le départ de mon voyage sont respectivement Rennes et Lannion,from_to
L'arrivée et le départ de mon voyage sont respectivement Le Creusot et Saverne,from_to
L'arrivée et le départ de mon voyage sont respectivement Epinal et Wambrechies,from_to
L'arrivée et le départ de mon voyage sont respectivement La Bresse Le Lispach et Paris-Est,from_to
L'arrivée et le départ de mon voyage sont respectivement Montauban-Ville-Bourbon et Périgueux,from_to
L'arrivée et le départ de mon voyage sont respectivement Sélestat-(Schweisguth) et Mende,from_to
L'arrivée et le départ de mon voyage sont respectivement Saint-Jean-Pied-de-Port et Paris-Montparnasse 1-2,from_to
L'arrivée et le départ de mon voyage sont respectivement Villedieu (Gare) et Coutras,from_to
L'arrivée et le départ de mon voyage sont respectivement Nantes et Dreux,from_to
L'arrivée et le départ de mon voyage sont respectivement Menton et Vendeuvre (Aube),from_to
L'arrivée et le départ de mon voyage sont respectivement Ettendorf-(Angle-Pont) et Commentry,from_to
L'arrivée et le départ de mon voyage sont respectivement Sarlat et Monaco-Monte-Carlo,from_to
L'arrivée et le départ de mon voyage sont respectivement Sancerre-Porte-Cesar et Pfaffenhoffen-(Mairie).,from_to
L'arrivée et le départ de mon voyage sont respectivement Font-Romeu-Odeillo-Via et Nîmes,from_to
L'arrivée et le départ de mon voyage sont respectivement Cambo-les-Bains et Saverne-(Pl.-Dragons),from_to
L'arrivée et le départ de mon voyage sont respectivement Saillat-Chassenon et Champagne-Ardenne,from_to
L'arrivée et le départ de mon voyage sont respectivement Châteaubriant et Auxerre-Saint-Gervais,from_to
L'arrivée et le départ de mon voyage sont respectivement Laqueuille et Thann-Saint-Jacques,from_to
L'arrivée et le départ de mon voyage sont respectivement Montréjeau-Gourdan-Pol. et Sablé-sur-Sarthe,from_to
L'arrivée et le départ de mon voyage sont respectivement Cannes et Roeschwoog,from_to
L'arrivée et le départ de mon voyage sont respectivement Latour de Carol et Tarbes,from_to
L'arrivée et le départ de mon voyage sont respectivement Surdon et Le Buisson,from_to
L'arrivée et le départ de mon voyage sont respectivement Plouaret-Trégor et Chantonnay,from_to
L'arrivée et le départ de mon voyage sont respectivement Chamonix-Mont-Blanc et Thann-Saint-Jacques,from_to
L'arrivée et le départ de mon voyage sont respectivement Auxerre-Saint-Gervais et Ternay-Barbières,from_to
L'arrivée et le départ de mon voyage sont respectivement Lunel et Riom_Es_M_la_Poste.,from_to
L'arrivée et le départ de mon voyage sont respectivement Clamecy et Hirson-Ecoles,from_to
L'arrivée et le départ de mon voyage sont respectivement Mons et Laqueuille,from_to
