sentence,sentence_type
Quel est l'itinéraire entre Montélimar-G-Routière et La-Rochelle-Pt-Dauphine et se reposer à l'hotel à Le Tréport-Mers-Les-B,from_to_by
Quel est l'itinéraire entre Etaples Le Touquet et Loches et se reposer à l'hotel à Cannes-la-Bocca,from_to_by
Quel est l'itinéraire entre Hendaye et Cannes et se reposer à l'hotel à Bar-sur-Aube,from_to_by
Quel est l'itinéraire entre Rue et Pompadour et se reposer à l'hotel à Cerbère,from_to_by
Quel est l'itinéraire entre Morcenx et Corbigny et se reposer à l'hotel à Castelsarrasin,from_to_by
Quel est l'itinéraire entre Castelnaudary et Mirecourt et se reposer à l'hotel à Bueil,from_to_by
Quel est l'itinéraire entre Hendaye et Avallon et se reposer à l'hotel à Vienne-Gare-Routière,from_to_by
Quel est l'itinéraire entre Saint-Eloy-les-Mines-Lycée et Creutzwald G.R. et se reposer à l'hotel à Chartres-Gare-Routière,from_to_by
Quel est l'itinéraire entre Martigny-les-B-Thiebaut et Moûtiers-Salins-Brides et se reposer à l'hotel à Alès,from_to_by
Quel est l'itinéraire entre Pont-de-Dore et Aillevillers et se reposer à l'hotel à Dole-Ville,from_to_by
Quel est l'itinéraire entre Bourges et Montbrison et se reposer à l'hotel à Lunéville (Cité Scolai),from_to_by
Quel est l'itinéraire entre Redon et Reipertswiller-SP. et se reposer à l'hotel à Niedermodern/Uberach,from_to_by
Quel est l'itinéraire entre Saverne-(Pl.-Dragons) et La Chaux-de-Fonds et se reposer à l'hotel à Busigny,from_to_by
Quel est l'itinéraire entre Montivilliers et Ettendorf-(Angle-Pont) et se reposer à l'hotel à Luzy(Nièvre),from_to_by
Quel est l'itinéraire entre Saint-Gervais-L-B-Le-Fayet et Nexon et se reposer à l'hotel à Routot-Place-de-mairie,from_to_by
Quel est l'itinéraire entre Châteauroux-Lycée-Agric et Verdun et se reposer à l'hotel à Rothau,from_to_by
Quel est l'itinéraire entre Luçay-le-Male et Cherbourg et se reposer à l'hotel à Raedersheim,from_to_by
Quel est l'itinéraire entre Saint-Pierre-le-Moûtier et Bening et se reposer à l'hotel à Lille Europe,from_to_by
Quel est l'itinéraire entre Rémilly et Moulins-sur-Allier et se reposer à l'hotel à Saint-Aignan-Lep,from_to_by
Quel est l'itinéraire entre Valenciennes et Annemasse et se reposer à l'hotel à Communay-Stade,from_to_by
Quel est l'itinéraire entre Die et Narbonne et se reposer à l'hotel à Sélestat,from_to_by
Quel est l'itinéraire entre Mulhouse-Gare-Centrale et Laroche-Migennes et se reposer à l'hotel à Lyon-Part-Dieu-Gare-Rou,from_to_by
Quel est l'itinéraire entre Saverne-(Ht-Barr) et Thann et se reposer à l'hotel à Thann-Saint-Jacques,from_to_by
Quel est l'itinéraire entre Bressuire et Paris Gare du Nord et se reposer à l'hotel à Freiburg-Breisgau,from_to_by
Quel est l'itinéraire entre Saint-Gervais-L-B-Le-Fayet et Oloron-Ste-Marie et se reposer à l'hotel à Longueville (S.-et-M.),from_to_by
Quel est l'itinéraire entre Albert et Ste-Croix/Mines-Sq-de-G et se reposer à l'hotel à Flers,from_to_by
Quel est l'itinéraire entre Tonnerre et Abancourt et se reposer à l'hotel à Givors-Ville,from_to_by
Quel est l'itinéraire entre Saint-Pierre-de-Chandieu-R et Menton et se reposer à l'hotel à Jeumont,from_to_by
Quel est l'itinéraire entre Frohmuhl- (Lavoir) et Ste-Marie-/-Mines-Maire et se reposer à l'hotel à Béthune,from_to_by
Quel est l'itinéraire entre Chamberry-Jacob et Sedan et se reposer à l'hotel à Raedersheim,from_to_by
Quel est l'itinéraire entre Bouxwiller-Schattenmann et Foix et se reposer à l'hotel à Ribeauville-Gare-Routiè,from_to_by
Quel est l'itinéraire entre Saint-Emilion et Boussens et se reposer à l'hotel à Chalon-sur-Saône,from_to_by
Quel est l'itinéraire entre Neuwiller-R.-Bouxwiller et Saint-Cyprien-Arènes et se reposer à l'hotel à Sarralbe Centre,from_to_by
Quel est l'itinéraire entre La Chaise-Dieu et Montbrison et se reposer à l'hotel à Arcachon,from_to_by
Quel est l'itinéraire entre Veynes-Dévoluy et Montargis-OT et se reposer à l'hotel à Argentine,from_to_by
Quel est l'itinéraire entre Prissé-la-Charrière et L'Arbresle avec une escale à Muret,from_to_by
Quel est l'itinéraire entre Cerbère et Berthelming-Mairie avec une escale à Albens,from_to_by
Quel est l'itinéraire entre Vienne-Gare-Routière et Moûtiers-Salins-Brides avec une escale à Rodez,from_to_by
Quel est l'itinéraire entre Gérardmer La Mauselaine et Esvres avec une escale à Langres-Gendarmerie,from_to_by
Quel est l'itinéraire entre Thonon-les-Bains et Bas-Monistrol avec une escale à Bresse-Claudel (la),from_to_by
Quel est l'itinéraire entre Vienne et Paris-Est avec une escale à Neussargues,from_to_by
Quel est l'itinéraire entre Serquigny et Caen avec une escale à Grandris-Centre,from_to_by
Quel est l'itinéraire entre Gérardmer La Mauselaine et Carmaux avec une escale à Sarrebourg-LP-Messmer,from_to_by
Quel est l'itinéraire entre Chinon et Commentry avec une escale à Saint-Lô,from_to_by
Quel est l'itinéraire entre Cholet et Bourg-Achard Champ de F avec une escale à Juvancourt,from_to_by
Quel est l'itinéraire entre Luc-en-Diois et Dreux avec une escale à Luçay-le-Male,from_to_by
Quel est l'itinéraire entre Le Locle et Neufchateau-Lp avec une escale à Liepvre-(-R.-GUTH-),from_to_by
Quel est l'itinéraire entre Dossenheim-(Mairie) et Génolhac avec une escale à Paris Gare du Nord,from_to_by
Quel est l'itinéraire entre Saint-André-le-Gaz et Sathonay-Rillieux avec une escale à Lyon-Saint-Paul-la-Feuilée,from_to_by
Quel est l'itinéraire entre Gap et Paris-Montp.3-Vaug. avec une escale à Egletons,from_to_by
Quel est l'itinéraire entre Brioude-Lycée-Lafayette et Janzé avec une escale à Amiens,from_to_by
Quel est l'itinéraire entre Vienne-Gare-Routière et Volvic avec une escale à Tarbes,from_to_by
Quel est l'itinéraire entre La Souterraine et Bueil avec une escale à Saarbrücken /Sarrebruck,from_to_by
Quel est l'itinéraire entre Cercy-la-Tour et Tours avec une escale à Vierzon,from_to_by
Quel est l'itinéraire entre Saint-Pierre-de-Chandieu-R et Vierzon-Médiathèque avec une escale à Lille Europe,from_to_by
Quel est l'itinéraire entre Rouen-Rive-Droite et Bourg-en-Bresse Gare R avec une escale à Bouzonville,from_to_by
Quel est l'itinéraire entre Annonay-Gare-Route et Calais Fréthun avec une escale à Château-Gaillard,from_to_by
Quel est l'itinéraire entre Egletons et Givors-Ville avec une escale à Dunkerque,from_to_by
Quel est l'itinéraire entre Modane et Le-Blanc-Pl-du-Bateau avec une escale à Courtalain-Centre,from_to_by
Quel est l'itinéraire entre Le Mont Dore Ski et Bitche-Quartier-Driant avec une escale à Saint-Nazaire,from_to_by
Quel est l'itinéraire entre Hirson et Serquigny avec une escale à Rosporden,from_to_by
Quel est l'itinéraire entre Issoudun et Bordeaux-Saint-Jean avec une escale à Loudrefing,from_to_by
Quel est l'itinéraire entre Barenton-sur-Serre et Romilly-sur-Seine avec une escale à Saint-André-le-Gaz,from_to_by
Quel est l'itinéraire entre Saint-Gervais-Mairie et Carpentras avec une escale à Dives-Cabourg,from_to_by
Quel est l'itinéraire entre Bruyères Chanzy Gare et Mantes-la-Jolie avec une escale à Marvejols,from_to_by
Quel est l'itinéraire entre Longuyon (Collège) et Vezin-Carrefour avec une escale à Molsheim,from_to_by
Quel est l'itinéraire entre Freiburg-Breisgau et Langogne avec une escale à Aulnoye Aymeries,from_to_by
Quel est l'itinéraire entre Gramat et Rodez avec une escale à Sélestat-(Schweisguth),from_to_by
Quel est l'itinéraire entre Port-Bou et Montargis-OT avec une escale à Saint-Florentin-Vergigny,from_to_by
Quel est l'itinéraire entre Forbach et Romorantin-Lycée-de-F avec une escale à Pessac,from_to_by
Quel est l'itinéraire entre Juvancourt et Vienne avec une escale à Issoudun-Jardin,from_to_by
Quel est l'itinéraire entre Saint-Rambert-en-Bugey et Sarrebourg (Place Math) avec une escale à Nevers,from_to_by
Quel est l'itinéraire entre Limoges-Bénédictins et Carhaix avec une escale à Paris-Montp.3-Vaug.,from_to_by
Quel est l'itinéraire entre WINDEN PFALZ et Bonneville avec une escale à Paray-le-Monial,from_to_by
Quel est l'itinéraire entre Mouscron / Moeskroen et Corbigny avec une escale à Bayel-Eglise,from_to_by
Quel est l'itinéraire entre Bagnoles- Orne Egl.Mad. et Bergerac avec une escale à Grasse,from_to_by
Quel est l'itinéraire entre Wambrechies et Charleville-Mézières avec une escale à Revigny,from_to_by
Quel est l'itinéraire entre Tessonnières et Aurillac avec une escale à Epierre-Saint-Léger,from_to_by
Quel est l'itinéraire entre Herbitzheim R. Hambach et Trier-Hbf (Trèves) avec une escale à Lesparre,from_to_by
Quel est l'itinéraire entre Plouaret-Trégor et Salbris avec une escale à Moulins-sur-Allier,from_to_by
Quel est l'itinéraire entre Tassin et Chalon-sur-Saône avec une escale à Pagny-sur-Moselle,from_to_by
Quel est l'itinéraire entre Landerneau et Sélestat-(Schweisguth) avec une escale à Rambervillers (11 Nov),from_to_by
Quel est l'itinéraire entre Chinon et Saarbrücken /Sarrebruck avec une escale à Montélimar-G-Routière,from_to_by
Quel est l'itinéraire entre La Forest et Mende avec une escale à Laissac-Foirail,from_to_by
Quel est l'itinéraire entre Bouzonville et Neufchateau-Lp avec une escale à Cernay (Haut-Rhin),from_to_by
Quel est l'itinéraire entre Grandris-Centre et Carnoules via Le-Mont-Dore-Gare,from_to_by
Quel est l'itinéraire entre Sewen-(Eglise) et Le-Breuil-sur-Couze-Lyc via Lyon-Perrache-Gare-Rout,from_to_by
Quel est l'itinéraire entre Saint-Yrieix-la-Perche et Sarralbe Centre via Villedieu (Gare),from_to_by
Quel est l'itinéraire entre Dormans et Virieu-le-Grand-Belley via Thann,from_to_by
Quel est l'itinéraire entre Colmar et Callac via Saint-Jean-de-Bassel-Eglis,from_to_by
Quel est l'itinéraire entre Rouen-Rive-Droite et Saint-Yrieix-la-Perche via Mirecourt,from_to_by
Quel est l'itinéraire entre Brest et L'Aigle via Mâcon-Loché-TGV,from_to_by
Quel est l'itinéraire entre Caen et Poligny via Orange,from_to_by
Quel est l'itinéraire entre Sèlestat-(Schwilgué) et Noirétable via Saint-Mariens-Saint-Yzan,from_to_by
Quel est l'itinéraire entre Vertaizon et Langres-Gendarmerie via Vittel,from_to_by
Quel est l'itinéraire entre Fougères et Saint-Jean-de-Maurienne-A. via Bruyères Chanzy Gare,from_to_by
Quel est l'itinéraire entre Génolhac et Saillat-Chassenon via Ussel,from_to_by
Quel est l'itinéraire entre Saint-Yrieix-la-Perche et Romorantin-Lycée-de-F via Ettendorf-Pl-de-L'ecol,from_to_by
Quel est l'itinéraire entre Buzançais et Paray-le-Monial via Bourg-en-Bresse,from_to_by
Quel est l'itinéraire entre Latour de Carol et Riom_Es_M_la_Poste. via Gannat,from_to_by
Quel est l'itinéraire entre L'Arbresle et Issoire-Lycée-Deville via Sarreguemines,from_to_by
Quel est l'itinéraire entre Boën et Toulouse-Matabiau via La-Bresse (Pl Champtel),from_to_by
Quel est l'itinéraire entre Aurillac et Martigny-les-B-Thiebaut via Vertaizon,from_to_by
Quel est l'itinéraire entre Loches-Lycee-Saint-Denis et Genève via Nancy-Ville,from_to_by
Quel est l'itinéraire entre Busigny et Martigny-les-B-Thiebaut via Lyon-Perrache-Gare-Rout,from_to_by
Quel est l'itinéraire entre Chinon-Lycée-Rabelais et Thiers via Coppet,from_to_by
Quel est l'itinéraire entre Tours et Tournai via Niort,from_to_by
Quel est l'itinéraire entre Audun-le-Roman et Bergerac via Coppet,from_to_by
Quel est l'itinéraire entre Mondoubleau-Rue-Leroy et Lons-le-Saunier via Morcenx,from_to_by
Quel est l'itinéraire entre Vittel et Colomiers via Diemeringen,from_to_by
Quel est l'itinéraire entre Saint-Eloy-les-Mines-Lycée et Annonay-Gare-Route via Laon,from_to_by
Quel est l'itinéraire entre Poitiers-Gare-Routière et Montréjeau-Gourdan-Pol. via Ettendorf-Pl-de-L'ecol,from_to_by
Quel est l'itinéraire entre Krimmeri-Meinau et Hendaye via Arcachon,from_to_by
Quel est l'itinéraire entre Carhaix et Ste-Pazanne via Chedde,from_to_by
Quel est l'itinéraire entre Lunéville et Sarrebourg-Abri-Phalsbo via Sathonay-Rillieux,from_to_by
Quel est l'itinéraire entre Thann et Guingamp via Mirecourt (Lycée Agric),from_to_by
Quel est l'itinéraire entre Ventimiglia-Stazione et Decize via Le Buisson,from_to_by
Quel est l'itinéraire entre Saint-Jean-Pied-de-Port et Vendôme-Villiers-s-Loir via Poligny,from_to_by
Quel est l'itinéraire entre Paris-Montparnasse 1-2 et La Bresse Le Lispach via Frohmuhl- (Lavoir),from_to_by
Quel est l'itinéraire entre Rang du Fl. Verton Ber. et Saint-Etienne-Châteaucreux via La Rochelle-Ville,from_to_by
Quel est l'itinéraire entre Nice-Ville et Rémilly via Saint-Léonard Centre,from_to_by
Quel est l'itinéraire entre Montluçon-Ville et Guingamp via Epinal,from_to_by
Quel est l'itinéraire entre Sarralbe et Gannat via Mirecourt (Lycée Agric),from_to_by
Quel est l'itinéraire entre Avignon-Centre et Obermodern via Boussens,from_to_by
Quel est l'itinéraire entre Landerneau et Lure via Pontorson-Mt-Saint-Michel,from_to_by
Quel est l'itinéraire entre Saint-Claude et Ancizes-Saint-Georges-Bour via Ambert,from_to_by
Quel est l'itinéraire entre Chamonix-Mont-Blanc et Longuyon (Collège) via Sarrebourg,from_to_by
Quel est l'itinéraire entre Brioude et La Chaux-de-Fonds via Andelot,from_to_by
Quel est l'itinéraire entre Albertville et Revigny via Normandie,from_to_by
Quel est l'itinéraire entre Normandie et Dormans via Poule-Mairie,from_to_by
Quel est l'itinéraire entre Metz-Ville et Ettendorf-Pl-de-L'ecol via Niort,from_to_by
Quel est l'itinéraire entre Saint-Chély-d'Apcher et Muret via Brive-la-Gaillarde,from_to_by
Quel est l'itinéraire entre Grasse et Tournai via Saumur,from_to_by
Quel est l'itinéraire entre Langon et Eguzon via La Bastide-Saint-Laurent,from_to_by
Quel est l'itinéraire entre La Tour-du-Pin et Auch via Biganos-Facture,from_to_by
Quel trajet pour La Chaise-Dieu Sedan-Place-Calonne,from_to
Quel trajet pour Saverne-(Ht-Barr) Loches,from_to
Quel trajet pour Mulhouse-Gare-Centrale Moûtiers-Salins-Brides,from_to
Quel trajet pour Basel-SBB Ste-Marie-/-Ms-Pl-.CdG,from_to
Quel trajet pour Saint-Brieuc Reims,from_to
Quel trajet pour Bellegarde-s-V. Gare Niedermodern/Uberach,from_to
Quel trajet pour Issoire-Lycée-Deville Chalon-sur-Saône,from_to
Quel trajet pour Foix Albens,from_to
Quel trajet pour Abancourt Aillevillers,from_to
Quel trajet pour Sarrebourg-Abri-Phalsbo Dormans,from_to
Quel trajet pour Courtalain-Centre Serquigny,from_to
Quel trajet pour Saint-Aignan-Noyers Kédange (Eglise),from_to
Quel trajet pour Sospel Mâcon-Loché-TGV,from_to
Quel trajet pour Gramat Poule-Mairie,from_to
Quel trajet pour Berthelming-Mairie Bourgoin-Jallieu,from_to
Quel trajet pour Bédarieux Le Grau-du-Roi,from_to
Quel trajet pour Quimper Le Creusot,from_to
Quel trajet pour La Verrière Granville,from_to
Quel trajet pour Culmont-Chalindrey Paris-Saint-Lazare,from_to
Quel trajet pour Privas-Cours-du-Palais Brignais,from_to
Quel trajet pour St Omer Lourdes,from_to
Quel trajet pour Châteaudun Lyon-Saint-Paul-Quai-Bondy,from_to
Quel trajet pour Tessonnières Neuilly-lès-Dijon,from_to
Quel trajet pour Conflans-Jarny Pfaffenhoffen-(Mairie).,from_to
Quel trajet pour Bitche Châteaudun,from_to
Quel trajet pour Rodange Eguzon,from_to
Quel trajet pour La Roche-sur-Foron Vienne,from_to
Quel trajet pour Herrlisheim (Bas-Rhin) Montauban-de-Bretagne,from_to
Quel trajet pour La Forest Charleville-Mézières,from_to
Quel trajet pour Bouxwiller-Schattenmann Saint-Dié-des-Vosges,from_to
Quel trajet pour Dunkerque Bening,from_to
Quel trajet pour Clelles-Mens Colmar,from_to
Quel trajet pour Paimpol Aix-Gare-Routière,from_to
Quel trajet pour Fismes Marvejols,from_to
Quel trajet pour Font-Romeu-Odeillo-Via Moûtiers-Salins-Brides,from_to
Quel trajet pour Bresse-Claudel (la) Persan-Beaumont,from_to
Quel trajet pour L'Isle-Jourdain (Gers) Thonon-les-Bains,from_to
Quel trajet pour Le Locle Sedan-Place-Calonne,from_to
Quel trajet pour Rochefort Delle,from_to
Quel trajet pour Châteaubriant-TT Fécamp,from_to
Quel trajet pour Gannat Virieu-le-Grand-Belley,from_to
Quel trajet pour Loches-LEP Saint-Junien,from_to
Quel trajet pour Thann Erstein,from_to
Quel trajet pour Janzé Brioude,from_to
Quel trajet pour Lugny Saint-Raphaël-Valescure,from_to
Quel trajet pour Redon Saales,from_to
Quel trajet pour Vernon-Giverny Laissac-Foirail,from_to
Quel trajet pour Douai Monsempron-Libos,from_to
Quel trajet pour Frohmuhl- (Lavoir) Paris-Montparnasse 1-2,from_to
Quel trajet pour Vertaizon Le-Blanc-Pl-du-Bateau,from_to
Quel trajet pour Autun Mauzé en faisant une escale à Bellegarde-s-V. Gare,from_to_by
Quel trajet pour Albertville Nancy-Ville en faisant une escale à Aix-en-Provence,from_to_by
Quel trajet pour La Douzillère Montauban-Ville-Bourbon en faisant une escale à Saarbrücken /Sarrebruck,from_to_by
Quel trajet pour Morcenx Tourcoing en faisant une escale à St Omer,from_to_by
Quel trajet pour Châteauroux Audun-le-Roman en faisant une escale à Saint-Dizier,from_to_by
Quel trajet pour Saint-Brieuc Lyon-Saint-Paul-la-Feuilée en faisant une escale à Joinville,from_to_by
Quel trajet pour Bruyères Chanzy Gare Digoin en faisant une escale à Lesparre,from_to_by
Quel trajet pour Les Granges-Narboz Moyen en faisant une escale à Brioude,from_to_by
Quel trajet pour Le-Blanc-Pl-du-Bateau Esvres en faisant une escale à Truyes-Pl-Du-Souvenir,from_to_by
Quel trajet pour Longages-Noé Vendeuvre (Aube) en faisant une escale à Bitche-Camp,from_to_by
Quel trajet pour Oissel Pierrelatte en faisant une escale à Clion-sur-Indre,from_to_by
Quel trajet pour Ste-Marie/-Ms-(-Théâtre Vallon-en-Sully en faisant une escale à Bas-Monistrol,from_to_by
Quel trajet pour Saverne Commentry en faisant une escale à Liverdun,from_to_by
Quel trajet pour Lapeyrouse(Puy-de-Dôme) Lesparre en faisant une escale à Gap,from_to_by
Quel trajet pour Albert Is-sur-Tille en faisant une escale à Paris-Est,from_to_by
Quel trajet pour Montauban-de-Bretagne Ste-Pazanne en faisant une escale à Paris-Saint-Lazare,from_to_by
Quel trajet pour Rosporden Villers-les-Pots en faisant une escale à Igney (Centre),from_to_by
Quel trajet pour Serquigny Romorantin-Lycée-de-F en faisant une escale à Allamps-Esat,from_to_by
Quel trajet pour Grasse Neussargues en faisant une escale à Montargis-OT,from_to_by
Quel trajet pour Vernon-Giverny Redon en faisant une escale à Dreux,from_to_by
Quel trajet pour Port-Boulet Issoudun en faisant une escale à Ville-sous-La-Ferté,from_to_by
Quel trajet pour Saverne Bédarieux en faisant une escale à Guingamp,from_to_by
Quel trajet pour Blois-Chambord Luc-en-Diois en faisant une escale à Clisson,from_to_by
Quel trajet pour Mutzig-Passage-A-Niveau Saint-Raphaël-Valescure en faisant une escale à Bourg-en-Bresse,from_to_by
Quel trajet pour Avignon-TGV Marseille-Saint-Charles en faisant une escale à Dol,from_to_by
Quel trajet pour Epinal Lille Flandres en faisant une escale à Herbitzheim R. Hambach,from_to_by
Quel trajet pour Chambéry-Chal.-les-Eaux Port-Boulet en faisant une escale à Grenoble U.-Gières,from_to_by
Quel trajet pour Besançon-Viotte Strasbourg en faisant une escale à Urcay-Hotel-du-Lyon-d'O,from_to_by
Quel trajet pour Revigny Sarre-Union en faisant une escale à Vire-Centre,from_to_by
Quel trajet pour Metz-Ville Orléans en faisant une escale à Montivilliers,from_to_by
Quel trajet pour Mauriac Dives-Cabourg en faisant une escale à Bois-d'Oingt-Centre,from_to_by
Quel trajet pour Faubourg-d'Orléans Les Sables-d'Olonne en faisant une escale à Bar-sur-Aube,from_to_by
Quel trajet pour Castelnaudary Les Laumes-Alésia en faisant une escale à Paray-le-Monial,from_to_by
Quel trajet pour Le Havre La Ferté-sur-Chiers en faisant une escale à Privas-Cours-du-Palais,from_to_by
Quel trajet pour Longueville (S.-et-M.) La Verrière en faisant une escale à Chedde,from_to_by
Quel trajet pour Bitche-Quartier-Driant Aiton-Salle-Polyvalente en faisant une escale à Nîmes,from_to_by
Quel trajet pour Hirson Douai en faisant une escale à Royan,from_to_by
Quel trajet pour Mauzé Vesoul en faisant une escale à Cahors,from_to_by
Quel trajet pour Aiton-Salle-Polyvalente Génolhac en faisant une escale à Sain-Bel,from_to_by
Quel trajet pour Cosne-sur-Loire Jougne en faisant une escale à Issoire-Lycée-Deville,from_to_by
Quel trajet pour Bruyères (Vosges) Pompadour en faisant une escale à Béthune,from_to_by
Quel trajet pour Sarralbe Centre Ingwiller en faisant une escale à Bar-sur-Aube,from_to_by
Quel trajet pour Châteauroux Laqueuille en faisant une escale à Tergnier,from_to_by
Quel trajet pour Charmes (Vosges) Cholet en faisant une escale à Bettembourg,from_to_by
Quel trajet pour Mantes-la-Jolie Antibes en faisant une escale à Niort,from_to_by
Quel trajet pour Corcieux Le Conti Dieppe en faisant une escale à Sewen-(Eglise),from_to_by
Quel trajet pour Marvejols Millau en faisant une escale à Contrexéville,from_to_by
Quel trajet pour Plouaret-Trégor Janzé en faisant une escale à Vezin-Carrefour,from_to_by
Quel trajet pour Le Havre Valence-Ville en faisant une escale à Clion-sur-Indre,from_to_by
Quel trajet pour Cerbère Albens en faisant une escale à Bresse-Claudel (la),from_to_by
Quel trajet pour Delle Lunel en passant par Wesserling,from_to_by
Quel trajet pour Sarrebourg (Place Math) Chagny en passant par Saint-Aignan-Noyers,from_to_by
Quel trajet pour Baroncourt Montauban-Ville-Bourbon en passant par Mouscron / Moeskroen,from_to_by
Quel trajet pour Nogent-le-Rotrou Bueil en passant par TOURS LYCEE GRANDMONT,from_to_by
Quel trajet pour Annemasse Menton en passant par Luçay-le-Male,from_to_by
Quel trajet pour Castelnaudary Charleroi Sud en passant par Vertaizon,from_to_by
Quel trajet pour Champagnole-PE-Victor Pontorson-Mt-Saint-Michel en passant par Châteauroux Gare Rout.,from_to_by
Quel trajet pour Prissé-la-Charrière Boën en passant par Mirecourt (Lycée Agric),from_to_by
Quel trajet pour Vif Ville-sous-La-Ferté en passant par Neufchâteau,from_to_by
Quel trajet pour Lille Flandres Trier-Hbf (Trèves) en passant par Morcenx,from_to_by
Quel trajet pour Benfeld Lourdes en passant par Martigny-les-B-Thiebaut,from_to_by
Quel trajet pour La Rochelle-Ville Paimpol en passant par Chambéry-Chal.-les-Eaux,from_to_by
Quel trajet pour Mussidan Sarralbe Centre en passant par Haguenau,from_to_by
Quel trajet pour Dieppe Béthune en passant par Le Valdahon,from_to_by
Quel trajet pour Arches Valenciennes en passant par Rouen-Gare-Routière,from_to_by
Quel trajet pour Plouaret-Trégor Bedous en passant par Calais Ville,from_to_by
Quel trajet pour Sain-Bel Lyon-Perrache-Gare-Rout en passant par Bléré-la-Croix,from_to_by
Quel trajet pour Bayonne Riquewihr-Poste en passant par Manosque-Gréoux,from_to_by
Quel trajet pour Laveline-d-Bruy. Mairie Vallorcine en passant par Lure,from_to_by
Quel trajet pour Herbitzheim R. Hambach Saillat-Chassenon en passant par Toulouse-Matabiau,from_to_by
Quel trajet pour Saverne-(Lycée-Verne) Morlaix en passant par Courtalain-Saint-Pellerin,from_to_by
Quel trajet pour Dijon-Ville Châteaubriant-TT en passant par Charleville-Mézières,from_to_by
Quel trajet pour Decize Montréjeau-Gourdan-Pol. en passant par Montchanin,from_to_by
Quel trajet pour Montauban-Ville-Bourbon Chatillon-Mail en passant par Erstein,from_to_by
Quel trajet pour Sablé-sur-Sarthe Dreux en passant par Charmes (Vosges),from_to_by
Quel trajet pour Mommenheim Cannes en passant par Moulins-sur-Allier,from_to_by
Quel trajet pour Ingwiller Vire-Centre en passant par Nice-Ville,from_to_by
Quel trajet pour Clelles-Mairie Corbigny en passant par Boussens,from_to_by
Quel trajet pour Ternay-Barbières Lichtenberg-(Eglise). en passant par Rémilly,from_to_by
Quel trajet pour Longages-Noé Pau en passant par Marvejols,from_to_by
Quel trajet pour Monsempron-Libos Saint-Etienne-Châteaucreux en passant par Neussargues,from_to_by
Quel trajet pour Bonneville Saint-Just-SNCF en passant par Martigues,from_to_by
Quel trajet pour Dieppe Haguenau-Moulin-Neuf. en passant par Nice-Ville,from_to_by
Quel trajet pour La Roche-sur-Foron Besançon-Mouillère en passant par La Chaise-Dieu,from_to_by
Quel trajet pour Contrexéville Lyon-Part-Dieu-Gare-Rou en passant par Erstein,from_to_by
Quel trajet pour Issoire-Lycée-Deville Barr en passant par Lens,from_to_by
Quel trajet pour Erstein Neussargues en passant par L'Isle-Jourdain (Gers),from_to_by
Quel trajet pour Herbitzheim R. Hambach Châteauroux-Lycée-Agric en passant par Longueville (S.-et-M.),from_to_by
Quel trajet pour Lapeyrouse(Puy-de-Dôme) Saint-Gervais-Mairie en passant par Wingen-sur-Moder,from_to_by
Quel trajet pour Avallon Pont-de-Beauvoisin en passant par Briançon,from_to_by
Quel trajet pour Forbach Sélestat-(Schweisguth) en passant par Bonneville,from_to_by
Quel trajet pour Lure Saint-Amand-Montrond-Orval en passant par Vesoul,from_to_by
Quel trajet pour Cahors Breil-sur-Roya en passant par Munster,from_to_by
Quel trajet pour Morez Lycée Jougne en passant par Herbitzheim R. Hambach,from_to_by
Quel trajet pour Sarrebourg Le Buisson en passant par Quimper,from_to_by
Quel trajet pour Morcenx Le Locle en passant par Mauriac-Lycée-Cortat,from_to_by
Quel trajet pour Baroncourt Grenoble en passant par Chagny,from_to_by
Quel trajet pour Vic-le-Comte Calais Ville en passant par Callac,from_to_by
Quel trajet pour Truyes-Saint-Blaise Surdon en passant par Volvic,from_to_by
Quel trajet pour Alençon Issoudun-Jardin en passant par Grenoble,from_to_by
Quel trajet pour Aix-en-Provence Vannes avec une étape à Paris-Montparnasse 1-2,from_to_by
Quel trajet pour Montbrison Hyères avec une étape à Paris-Montp.3-Vaug.,from_to_by
Quel trajet pour Beslé Joinville avec une étape à Saint-Priest,from_to_by
Quel trajet pour Latour-de-Carol-Enveitg Bagnoles- Orne Egl.Mad. avec une étape à Vorey,from_to_by
Quel trajet pour L'Arbresle Ribeauville-Gare-Routiè avec une étape à Valence-Gare-Routière,from_to_by
Quel trajet pour Saint-Claude Obermodern avec une étape à Hirson,from_to_by
Quel trajet pour Romilly-sur-Seine Nantes avec une étape à Pont-Saint-Vincent,from_to_by
Quel trajet pour Epernay Argentan avec une étape à Frohmuhl- (Lavoir),from_to_by
Quel trajet pour Saverne-(Ht-Barr) Saint-Léonard Centre avec une étape à Kruth,from_to_by
Quel trajet pour Berthelming-Mairie Tourcoing avec une étape à Chartres,from_to_by
Quel trajet pour Saint-Gervais-L-B-Le-Fayet Morlaix avec une étape à Albertville,from_to_by
Quel trajet pour Givors-Ville Saint-Gervais-Ch-LPA. avec une étape à Wesserling,from_to_by
Quel trajet pour Capdenac Laroche-Migennes avec une étape à Cambo-les-Bains,from_to_by
Quel trajet pour Saint-Flour-Chaudes-Aigues Monaco-Monte-Carlo avec une étape à Villedieu (Gare),from_to_by
Quel trajet pour Is-sur-Tille La Bresse Le Lispach avec une étape à St Quentin,from_to_by
Quel trajet pour Reignac Touet-de-l'Escarène avec une étape à Ancizes-Saint-Georges-Bour,from_to_by
